Municipality,To,Commuters
Fredrikstad,Hurdal,1
Fredrikstad,Oslo,495
Fredrikstad,Kongsvinger,1
Fredrikstad,Hamar,8
Fredrikstad,Ringsaker,5
Fredrikstad,Løten,1
Fredrikstad,Stange,6
Fredrikstad,Nord-odal,3
Fredrikstad,Sør-odal,3
Fredrikstad,Eidskog,2
Fredrikstad,Grue,0
Fredrikstad,Åsnes,1
Fredrikstad,Elverum,7
Fredrikstad,Trysil,1
Fredrikstad,Åmot,2
Fredrikstad,Stor-Elvdal,0
Fredrikstad,Rendalen,0
Fredrikstad,Engerdal,0
Fredrikstad,Tolga,1
Fredrikstad,Tynset,0
Fredrikstad,Alvdal,0
Fredrikstad,Folldal,0
Fredrikstad,Lillehammer,7
Fredrikstad,Gjøvik,5
Fredrikstad,Dovre,1
Fredrikstad,Lesja,3
Fredrikstad,Skjåk,0
Fredrikstad,Lom,0
Fredrikstad,Vågå,0
Fredrikstad,Nord-Fron,2
Fredrikstad,Sel,2
Fredrikstad,Sør-Fron,0
Fredrikstad,Ringebu,1
Fredrikstad,Øyer,2
Fredrikstad,Gausdal,2
Fredrikstad,Østre_Toten,2
Fredrikstad,Vestre_Toten,1
Fredrikstad,Jevnaker,6
Fredrikstad,Lunner,2
Fredrikstad,Gran,2
Fredrikstad,Søndre_Land,1
Fredrikstad,Nordre_Land,1
Fredrikstad,Sør-Aurdal,0
Fredrikstad,Etnedal,0
Fredrikstad,Nord-Aurdal,0
Fredrikstad,Vestre_Slidre,0
Fredrikstad,Øystre_Slidre,0
Fredrikstad,Vang,15
Fredrikstad,Drammen,38
Fredrikstad,Kongsberg,7
Fredrikstad,Ringerike,5
Fredrikstad,Hole,0
Fredrikstad,Flå,0
Fredrikstad,Gol,1
Fredrikstad,Hemsedal,3
Fredrikstad,Ål,98
Fredrikstad,Hol,8
Fredrikstad,Sigdal,2
Fredrikstad,Krødsherad,0
Fredrikstad,Modum,8
Fredrikstad,Øvre_Eiker,12
Fredrikstad,Lier,19
Fredrikstad,Flesberg,2
Fredrikstad,Rollag,0
Fredrikstad,Nore_og_Uvdal,0
Fredrikstad,Horten,11
Fredrikstad,Tønsberg,21
Fredrikstad,Sandefjord,35
Fredrikstad,Larvik,18
Fredrikstad,Holmestrand,6
Fredrikstad,Re,0
Fredrikstad,Færder,11
Fredrikstad,Porsgrunn,14
Fredrikstad,Skien,21
Fredrikstad,Notodden,1
Fredrikstad,Siljan,0
Fredrikstad,Bamble,6
Fredrikstad,Kragerø,2
Fredrikstad,Drangedal,0
Fredrikstad,Nome,2
Fredrikstad,Tinn,0
Fredrikstad,Hjartdal,0
Fredrikstad,Seljord,1
Fredrikstad,Kviteseid,0
Fredrikstad,Nissedal,2
Fredrikstad,Fyresdal,0
Fredrikstad,Tokke,0
Fredrikstad,Vinje,0
Fredrikstad,Risør,0
Fredrikstad,Grimstad,2
Fredrikstad,Arendal,4
Fredrikstad,Gjerstad,1
Fredrikstad,Vegårshei,0
Fredrikstad,Tvedestrand,0
Fredrikstad,Froland,1
Fredrikstad,Lillesand,0
Fredrikstad,Birkenes,1
Fredrikstad,Åmli,0
Fredrikstad,Iveland,0
Fredrikstad,Evje_og_Hornnes,0
Fredrikstad,Bygland,0
Fredrikstad,Valle,0
Fredrikstad,Bykle,0
Fredrikstad,Kristiansand,10
Fredrikstad,Farsund,1
Fredrikstad,Flekkefjord,0
Fredrikstad,Vennesla,0
Fredrikstad,Åseral,0
Fredrikstad,Lindesnes,0
Fredrikstad,Lyngdal,0
Fredrikstad,Hægebostad,0
Fredrikstad,Kvinesdal,0
Fredrikstad,Sirdal,0
Fredrikstad,Eigersund,0
Fredrikstad,Sandnes,7
Fredrikstad,Stavanger,14
Fredrikstad,Haugesund,4
Fredrikstad,Sokndal,0
Fredrikstad,Lund,0
Fredrikstad,Bjerkreim,0
Fredrikstad,Hå,1
Fredrikstad,Klepp,2
Fredrikstad,Time,1
Fredrikstad,Gjesdal,1
Fredrikstad,Sola,0
Fredrikstad,Randaberg,1
Fredrikstad,Strand,7
Fredrikstad,Hjelmeland,0
Fredrikstad,Suldal,1
Fredrikstad,Sauda,1
Fredrikstad,Kvitsøy,0
Fredrikstad,Bokn,0
Fredrikstad,Tysvær,1
Fredrikstad,Karmøy,1
Fredrikstad,Utsira,0
Fredrikstad,Vindafjord,0
Fredrikstad,Bergen,36
Fredrikstad,Etne,0
Fredrikstad,Sveio,1
Fredrikstad,Bømlo,2
Fredrikstad,Stord,0
Fredrikstad,Fitjar,0
Fredrikstad,Tysnes,0
Fredrikstad,Kvinnherad,2
Fredrikstad,Ullensvang,0
Fredrikstad,Eidfjord,0
Fredrikstad,Ulvik,0
Fredrikstad,Voss,0
Fredrikstad,Kvam,1
Fredrikstad,Samnanger,0
Fredrikstad,Austevoll,0
Fredrikstad,Sund,20
Fredrikstad,Fjell,5
Fredrikstad,Askøy,4
Fredrikstad,Vaksdal,0
Fredrikstad,Modalen,0
Fredrikstad,Osterøy,0
Fredrikstad,Meland,0
Fredrikstad,Øygarden,1
Fredrikstad,Austrheim,0
Fredrikstad,Fedje,0
Fredrikstad,Masfjorden,0
Fredrikstad,Gulen,0
Fredrikstad,Solund,0
Fredrikstad,Hyllestad,0
Fredrikstad,Høyanger,0
Fredrikstad,Vik,35
Fredrikstad,Sogndal,2
Fredrikstad,Aurland,0
Fredrikstad,Lærdal,0
Fredrikstad,Årdal,2
Fredrikstad,Luster,1
Fredrikstad,Askvoll,0
Fredrikstad,Fjaler,0
Fredrikstad,Bremanger,0
Fredrikstad,Eid,79
Fredrikstad,Gloppen,0
Fredrikstad,Stryn,1
Fredrikstad,Molde,3
Fredrikstad,Ålesund,11
Fredrikstad,Kristiansund,3
Fredrikstad,Vanylven,0
Fredrikstad,Sande,40
Fredrikstad,Herøy,0
Fredrikstad,Ulstein,0
Fredrikstad,Hareid,0
Fredrikstad,Volda,2
Fredrikstad,Ørsta,2
Fredrikstad,Stranda,1
Fredrikstad,Sykkylven,1
Fredrikstad,Sula,1
Fredrikstad,Giske,2
Fredrikstad,Vestnes,2
Fredrikstad,Rauma,1
Fredrikstad,Aukra,0
Fredrikstad,Averøy,0
Fredrikstad,Gjemnes,0
Fredrikstad,Tingvoll,0
Fredrikstad,Sunndal,0
Fredrikstad,Surnadal,1
Fredrikstad,Smøla,0
Fredrikstad,Aure,0
Fredrikstad,Bodø,3
Fredrikstad,Bindal,0
Fredrikstad,Sømna,0
Fredrikstad,Brønnøy,1
Fredrikstad,Vega,0
Fredrikstad,Vevelstad,0
Fredrikstad,Leirfjord,0
Fredrikstad,Vefsn,0
Fredrikstad,Grane,1
Fredrikstad,Hattfjelldal,0
Fredrikstad,Dønna,2
Fredrikstad,Nesna,0
Fredrikstad,Hemnes,0
Fredrikstad,Rana,2
Fredrikstad,Lurøy,1
Fredrikstad,Træna,0
Fredrikstad,Rødøy,0
Fredrikstad,Meløy,1
Fredrikstad,Gildeskål,0
Fredrikstad,Beiarn,0
Fredrikstad,Saltdal,0
Fredrikstad,Fauske,0
Fredrikstad,Sørfold,0
Fredrikstad,Steigen,0
Fredrikstad,Lødingen,0
Fredrikstad,Tjeldsund,1
Fredrikstad,Evenes,0
Fredrikstad,Røst,0
Fredrikstad,Værøy,0
Fredrikstad,Flakstad,0
Fredrikstad,Vestvågøy,0
Fredrikstad,Vågan,0
Fredrikstad,Hadsel,0
Fredrikstad,Bø,28
Fredrikstad,Øksnes,0
Fredrikstad,Sortland,2
Fredrikstad,Andøy,0
Fredrikstad,Moskenes,1
Fredrikstad,Tromsø,13
Fredrikstad,Harstad,3
Fredrikstad,Kvæfjord,0
Fredrikstad,Ibestad,0
Fredrikstad,Gratangen,0
Fredrikstad,Lavangen,0
Fredrikstad,Bardu,0
Fredrikstad,Salangen,0
Fredrikstad,Målselv,0
Fredrikstad,Sørreisa,0
Fredrikstad,Dyrøy,0
Fredrikstad,Berg,148
Fredrikstad,Balsfjord,0
Fredrikstad,Karlsøy,0
Fredrikstad,Lyngen,1
Fredrikstad,Storfjord,0
Fredrikstad,Kåfjord,0
Fredrikstad,Skjervøy,0
Fredrikstad,Nordreisa,0
Fredrikstad,Kvænangen,0
Fredrikstad,Vardø,0
Fredrikstad,Vadsø,0
Fredrikstad,Hammerfest,0
Fredrikstad,Kautokeino,0
Fredrikstad,Alta,2
Fredrikstad,Loppa,0
Fredrikstad,Hasvik,0
Fredrikstad,Måsøy,0
Fredrikstad,Nordkapp,0
Fredrikstad,Porsanger,2
Fredrikstad,Karasjok,0
Fredrikstad,Lebesby,0
Fredrikstad,Gamvik,0
Fredrikstad,Berlevåg,0
Fredrikstad,Tana,0
Fredrikstad,Nesseby,0
Fredrikstad,Båtsfjord,0
Fredrikstad,Sør-varanger,1
Fredrikstad,Trondheim,28
Fredrikstad,Namsos,3
Fredrikstad,Hemne,0
Fredrikstad,Frøya,0
Fredrikstad,Ørland,1
Fredrikstad,Åfjord,0
Fredrikstad,Osen,0
Fredrikstad,Oppdal,1
Fredrikstad,Rennebu,0
Fredrikstad,Røros,0
Fredrikstad,Holtålen,1
Fredrikstad,Midtre_Gauldal,0
Fredrikstad,Melhus,4
Fredrikstad,Skaun,1
Fredrikstad,Malvik,5
Fredrikstad,Selbu,0
Fredrikstad,Tydal,0
Fredrikstad,Meråker,0
Fredrikstad,Stjørdal,3
Fredrikstad,Frosta,0
Fredrikstad,Levanger,1
Fredrikstad,Verdal,0
Fredrikstad,Snåsa,0
Fredrikstad,Lierne,0
Fredrikstad,Røyrvik,0
Fredrikstad,Namsskogan,0
Fredrikstad,Grong,1
Fredrikstad,Høylandet,0
Fredrikstad,Overhalla,0
Fredrikstad,Flatanger,0
Fredrikstad,Nærøy,0
Fredrikstad,Leka,0
Fredrikstad,Inderøy,1
Fredrikstad,Indre_Fosen,0
Hvaler,Halden,6
Hvaler,Moss,3
Hvaler,Sarpsborg,37
Hvaler,Fredrikstad,323
Hvaler,Hvaler,0
Hvaler,Aremark,1
Hvaler,Marker,0
Hvaler,Skiptvet,0
Hvaler,Rakkestad,1
Hvaler,Råde,6
Hvaler,Vestby,1
Hvaler,Ski,3
Hvaler,Ås,3
Hvaler,Frogn,0
Hvaler,Nesodden,3
Hvaler,Bærum,1
Hvaler,Asker,1
Hvaler,Aurskog-Høland,0
Hvaler,Rælingen,0
Hvaler,Enebakk,1
Hvaler,Lørenskog,1
Hvaler,Nittedal,0
Hvaler,Gjerdrum,2
Hvaler,Ullensaker,2
Hvaler,Eidsvoll,0
Hvaler,Nannestad,0
Hvaler,Hurdal,0
Hvaler,Oslo,11
Hvaler,Kongsvinger,1
Hvaler,Hamar,1
Hvaler,Ringsaker,0
Hvaler,Løten,0
Hvaler,Stange,0
Hvaler,Nord-odal,0
Hvaler,Sør-odal,0
Hvaler,Eidskog,0
Hvaler,Grue,0
Hvaler,Åsnes,1
Hvaler,Elverum,0
Hvaler,Trysil,0
Hvaler,Åmot,0
Hvaler,Stor-Elvdal,0
Hvaler,Rendalen,0
Hvaler,Engerdal,0
Hvaler,Tolga,0
Hvaler,Tynset,0
Hvaler,Alvdal,0
Hvaler,Folldal,0
Hvaler,Lillehammer,0
Hvaler,Gjøvik,0
Hvaler,Dovre,0
Hvaler,Lesja,0
Hvaler,Skjåk,0
Hvaler,Lom,0
Hvaler,Vågå,0
Hvaler,Nord-Fron,0
Hvaler,Sel,0
Hvaler,Sør-Fron,0
Hvaler,Ringebu,0
Hvaler,Øyer,0
Hvaler,Gausdal,0
Hvaler,Østre_Toten,0
Hvaler,Vestre_Toten,0
Hvaler,Jevnaker,0
Hvaler,Lunner,0
Hvaler,Gran,0
Hvaler,Søndre_Land,0
Hvaler,Nordre_Land,0
Hvaler,Sør-Aurdal,0
Hvaler,Etnedal,0
Hvaler,Nord-Aurdal,0
Hvaler,Vestre_Slidre,0
Hvaler,Øystre_Slidre,0
Hvaler,Vang,0
Hvaler,Drammen,2
Hvaler,Kongsberg,0
Hvaler,Ringerike,0
Hvaler,Hole,0
Hvaler,Flå,0
Hvaler,Gol,0
Hvaler,Hemsedal,0
Hvaler,Ål,2
Hvaler,Hol,0
Hvaler,Sigdal,0
Hvaler,Krødsherad,0
Hvaler,Modum,1
Hvaler,Øvre_Eiker,0
Hvaler,Lier,0
Hvaler,Flesberg,0
Hvaler,Rollag,0
Hvaler,Nore_og_Uvdal,0
Hvaler,Horten,0
Hvaler,Tønsberg,0
Hvaler,Sandefjord,0
Hvaler,Larvik,0
Hvaler,Holmestrand,0
Hvaler,Re,325
Hvaler,Færder,2
Hvaler,Porsgrunn,1
Hvaler,Skien,0
Hvaler,Notodden,0
Hvaler,Siljan,0
Hvaler,Bamble,0
Hvaler,Kragerø,0
Hvaler,Drangedal,0
Hvaler,Nome,0
Hvaler,Tinn,0
Hvaler,Hjartdal,0
Hvaler,Seljord,0
Hvaler,Kviteseid,0
Hvaler,Nissedal,0
Hvaler,Fyresdal,0
Hvaler,Tokke,0
Hvaler,Vinje,0
Hvaler,Risør,0
Hvaler,Grimstad,1
Hvaler,Arendal,0
Hvaler,Gjerstad,0
Hvaler,Vegårshei,0
Hvaler,Tvedestrand,0
Hvaler,Froland,0
Hvaler,Lillesand,0
Hvaler,Birkenes,0
Hvaler,Åmli,0
Hvaler,Iveland,0
Hvaler,Evje_og_Hornnes,0
Hvaler,Bygland,0
Hvaler,Valle,0
Hvaler,Bykle,0
Hvaler,Kristiansand,0
Hvaler,Farsund,0
Hvaler,Flekkefjord,0
Hvaler,Vennesla,0
Hvaler,Åseral,0
Hvaler,Lindesnes,0
Hvaler,Lyngdal,0
Hvaler,Hægebostad,0
Hvaler,Kvinesdal,0
Hvaler,Sirdal,0
Hvaler,Eigersund,0
Hvaler,Sandnes,0
Hvaler,Stavanger,0
Hvaler,Haugesund,0
Hvaler,Sokndal,0
Hvaler,Lund,0
Hvaler,Bjerkreim,0
Hvaler,Hå,0
Hvaler,Klepp,0
Hvaler,Time,0
Hvaler,Gjesdal,0
Hvaler,Sola,0
Hvaler,Randaberg,0
Hvaler,Strand,0
Hvaler,Hjelmeland,0
Hvaler,Suldal,0
Hvaler,Sauda,0
Hvaler,Kvitsøy,0
Hvaler,Bokn,0
Hvaler,Tysvær,0
Hvaler,Karmøy,0
Hvaler,Utsira,0
Hvaler,Vindafjord,0
Hvaler,Bergen,0
Hvaler,Etne,0
Hvaler,Sveio,0
Hvaler,Bømlo,0
Hvaler,Stord,0
Hvaler,Fitjar,0
Hvaler,Tysnes,0
Hvaler,Kvinnherad,0
Hvaler,Ullensvang,0
Hvaler,Eidfjord,0
Hvaler,Ulvik,0
Hvaler,Voss,0
Hvaler,Kvam,0
Hvaler,Samnanger,0
Hvaler,Austevoll,0
Hvaler,Sund,0
Hvaler,Fjell,0
Hvaler,Askøy,0
Hvaler,Vaksdal,0
Hvaler,Modalen,0
Hvaler,Osterøy,0
Hvaler,Meland,0
Hvaler,Øygarden,0
Hvaler,Austrheim,0
Hvaler,Fedje,0
Hvaler,Masfjorden,0
Hvaler,Gulen,0
Hvaler,Solund,0
Hvaler,Hyllestad,0
Hvaler,Høyanger,0
Hvaler,Vik,0
Hvaler,Sogndal,1
Hvaler,Aurland,0
Hvaler,Lærdal,0
Hvaler,Årdal,0
Hvaler,Luster,0
Hvaler,Askvoll,0
Hvaler,Fjaler,0
Hvaler,Bremanger,0
Hvaler,Eid,0
Hvaler,Gloppen,0
Hvaler,Stryn,1
Hvaler,Molde,0
Hvaler,Ålesund,0
Hvaler,Kristiansund,0
Hvaler,Vanylven,0
Hvaler,Sande,0
Hvaler,Herøy,0
Hvaler,Ulstein,0
Hvaler,Hareid,0
Hvaler,Volda,0
Hvaler,Ørsta,0
Hvaler,Stranda,0
Hvaler,Sykkylven,0
Hvaler,Sula,0
Hvaler,Giske,0
Hvaler,Vestnes,0
Hvaler,Rauma,0
Hvaler,Aukra,0
Hvaler,Averøy,0
Hvaler,Gjemnes,0
Hvaler,Tingvoll,0
Hvaler,Sunndal,0
Hvaler,Surnadal,0
Hvaler,Smøla,0
Hvaler,Aure,0
Hvaler,Bodø,0
Hvaler,Bindal,0
Hvaler,Sømna,0
Hvaler,Brønnøy,0
Hvaler,Vega,0
Hvaler,Vevelstad,0
Hvaler,Leirfjord,0
Hvaler,Vefsn,0
Hvaler,Grane,0
Hvaler,Hattfjelldal,0
Hvaler,Dønna,0
Hvaler,Nesna,0
Hvaler,Hemnes,0
Hvaler,Rana,0
Hvaler,Lurøy,0
Hvaler,Træna,0
Hvaler,Rødøy,0
Hvaler,Meløy,0
Hvaler,Gildeskål,0
Hvaler,Beiarn,0
Hvaler,Saltdal,0
Hvaler,Fauske,0
Hvaler,Sørfold,0
Hvaler,Steigen,0
Hvaler,Lødingen,0
Hvaler,Tjeldsund,0
Hvaler,Evenes,0
Hvaler,Røst,0
Hvaler,Værøy,0
Hvaler,Flakstad,0
Hvaler,Vestvågøy,0
Hvaler,Vågan,0
Hvaler,Hadsel,0
Hvaler,Bø,1
Hvaler,Øksnes,0
Hvaler,Sortland,0
Hvaler,Andøy,0
Hvaler,Moskenes,0
Hvaler,Tromsø,0
Hvaler,Harstad,0
Hvaler,Kvæfjord,0
Hvaler,Ibestad,0
Hvaler,Gratangen,0
Hvaler,Lavangen,0
Hvaler,Bardu,0
Hvaler,Salangen,0
Hvaler,Målselv,0
Hvaler,Sørreisa,0
Hvaler,Dyrøy,0
Hvaler,Berg,0
Hvaler,Balsfjord,0
Hvaler,Karlsøy,0
Hvaler,Lyngen,0
Hvaler,Storfjord,0
Hvaler,Kåfjord,0
Hvaler,Skjervøy,0
Hvaler,Nordreisa,0
Hvaler,Kvænangen,0
Hvaler,Vardø,0
Hvaler,Vadsø,0
Hvaler,Hammerfest,0
Hvaler,Kautokeino,0
Hvaler,Alta,0
Hvaler,Loppa,0
Hvaler,Hasvik,0
Hvaler,Måsøy,0
Hvaler,Nordkapp,0
Hvaler,Porsanger,0
Hvaler,Karasjok,0
Hvaler,Lebesby,0
Hvaler,Gamvik,0
Hvaler,Berlevåg,0
Hvaler,Tana,0
Hvaler,Nesseby,0
Hvaler,Båtsfjord,0
Hvaler,Sør-varanger,0
Hvaler,Trondheim,0
Hvaler,Namsos,0
Hvaler,Hemne,0
Hvaler,Frøya,0
Hvaler,Ørland,0
Hvaler,Åfjord,0
Hvaler,Osen,0
Hvaler,Oppdal,0
Hvaler,Rennebu,0
Hvaler,Røros,0
Hvaler,Holtålen,0
Hvaler,Midtre_Gauldal,0
Hvaler,Melhus,0
Hvaler,Skaun,0
Hvaler,Malvik,0
Hvaler,Selbu,0
Hvaler,Tydal,0
Hvaler,Meråker,0
Hvaler,Stjørdal,0
Hvaler,Frosta,0
Hvaler,Levanger,0
Hvaler,Verdal,0
Hvaler,Snåsa,0
Hvaler,Lierne,0
Hvaler,Røyrvik,0
Hvaler,Namsskogan,0
Hvaler,Grong,0
Hvaler,Høylandet,0
Hvaler,Overhalla,0
Hvaler,Flatanger,0
Hvaler,Nærøy,0
Hvaler,Leka,0
Hvaler,Inderøy,0
Hvaler,Indre_Fosen,0
Aremark,Halden,70
Aremark,Moss,0
Aremark,Sarpsborg,2
Aremark,Fredrikstad,3
Aremark,Hvaler,0
Aremark,Aremark,0
Aremark,Marker,12
Aremark,Skiptvet,0
Aremark,Rakkestad,3
Aremark,Råde,0
Aremark,Vestby,0
Aremark,Ski,1
Aremark,Ås,0
Aremark,Frogn,0
Aremark,Nesodden,0
Aremark,Bærum,0
Aremark,Asker,0
Aremark,Aurskog-Høland,0
Aremark,Rælingen,0
Aremark,Enebakk,0
Aremark,Lørenskog,0
Aremark,Nittedal,0
Aremark,Gjerdrum,0
Aremark,Ullensaker,0
Aremark,Eidsvoll,0
Aremark,Nannestad,0
Aremark,Hurdal,0
Aremark,Oslo,1
Aremark,Kongsvinger,0
Aremark,Hamar,0
Aremark,Ringsaker,0
Aremark,Løten,0
Aremark,Stange,0
Aremark,Nord-odal,0
Aremark,Sør-odal,0
Aremark,Eidskog,0
Aremark,Grue,0
Aremark,Åsnes,0
Aremark,Elverum,0
Aremark,Trysil,0
Aremark,Åmot,0
Aremark,Stor-Elvdal,0
Aremark,Rendalen,0
Aremark,Engerdal,0
Aremark,Tolga,0
Aremark,Tynset,0
Aremark,Alvdal,0
Aremark,Folldal,0
Aremark,Lillehammer,0
Aremark,Gjøvik,0
Aremark,Dovre,0
Aremark,Lesja,0
Aremark,Skjåk,0
Aremark,Lom,0
Aremark,Vågå,0
Aremark,Nord-Fron,0
Aremark,Sel,0
Aremark,Sør-Fron,1
Aremark,Ringebu,0
Aremark,Øyer,0
Aremark,Gausdal,0
Aremark,Østre_Toten,0
Aremark,Vestre_Toten,0
Aremark,Jevnaker,0
Aremark,Lunner,0
Aremark,Gran,0
Aremark,Søndre_Land,0
Aremark,Nordre_Land,0
Aremark,Sør-Aurdal,0
Aremark,Etnedal,0
Aremark,Nord-Aurdal,0
Aremark,Vestre_Slidre,0
Aremark,Øystre_Slidre,0
Aremark,Vang,0
Aremark,Drammen,0
Aremark,Kongsberg,0
Aremark,Ringerike,0
Aremark,Hole,0
Aremark,Flå,0
Aremark,Gol,0
Aremark,Hemsedal,0
Aremark,Ål,0
Aremark,Hol,0
Aremark,Sigdal,0
Aremark,Krødsherad,0
Aremark,Modum,0
Aremark,Øvre_Eiker,0
Aremark,Lier,0
Aremark,Flesberg,0
Aremark,Rollag,0
Aremark,Nore_og_Uvdal,0
Aremark,Horten,0
Aremark,Tønsberg,0
Aremark,Sandefjord,0
Aremark,Larvik,0
Aremark,Holmestrand,0
Aremark,Re,0
Aremark,Færder,0
Aremark,Porsgrunn,0
Aremark,Skien,0
Aremark,Notodden,0
Aremark,Siljan,0
Aremark,Bamble,0
Aremark,Kragerø,0
Aremark,Drangedal,0
Aremark,Nome,0
Aremark,Tinn,0
Aremark,Hjartdal,0
Aremark,Seljord,0
Aremark,Kviteseid,0
Aremark,Nissedal,0
Aremark,Fyresdal,0
Aremark,Tokke,0
Aremark,Vinje,0
Aremark,Risør,0
Aremark,Grimstad,0
Aremark,Arendal,0
Aremark,Gjerstad,0
Aremark,Vegårshei,0
Aremark,Tvedestrand,0
Aremark,Froland,0
Aremark,Lillesand,0
Aremark,Birkenes,0
Aremark,Åmli,0
Aremark,Iveland,0
Aremark,Evje_og_Hornnes,0
Aremark,Bygland,0
Aremark,Valle,0
Aremark,Bykle,1
Aremark,Kristiansand,1
Aremark,Farsund,0
Aremark,Flekkefjord,0
Aremark,Vennesla,0
Aremark,Åseral,0
Aremark,Lindesnes,0
Aremark,Lyngdal,0
Aremark,Hægebostad,0
Aremark,Kvinesdal,0
Aremark,Sirdal,0
Aremark,Eigersund,0
Aremark,Sandnes,0
Aremark,Stavanger,0
Aremark,Haugesund,0
Aremark,Sokndal,0
Aremark,Lund,0
Aremark,Bjerkreim,0
Aremark,Hå,0
Aremark,Klepp,0
Aremark,Time,0
Aremark,Gjesdal,0
Aremark,Sola,0
Aremark,Randaberg,0
Aremark,Strand,0
Aremark,Hjelmeland,0
Aremark,Suldal,0
Aremark,Sauda,0
Aremark,Kvitsøy,0
Aremark,Bokn,0
Aremark,Tysvær,0
Aremark,Karmøy,0
Aremark,Utsira,0
Aremark,Vindafjord,0
Aremark,Bergen,0
Aremark,Etne,0
Aremark,Sveio,0
Aremark,Bømlo,0
Aremark,Stord,0
Aremark,Fitjar,0
Aremark,Tysnes,0
Aremark,Kvinnherad,0
Aremark,Ullensvang,0
Aremark,Eidfjord,0
Aremark,Ulvik,0
Aremark,Voss,0
Aremark,Kvam,0
Aremark,Samnanger,0
Aremark,Austevoll,0
Aremark,Sund,0
Aremark,Fjell,0
Aremark,Askøy,0
Aremark,Vaksdal,0
Aremark,Modalen,0
Aremark,Osterøy,0
Aremark,Meland,0
Aremark,Øygarden,0
Aremark,Austrheim,0
Aremark,Fedje,0
Aremark,Masfjorden,0
Aremark,Gulen,0
Aremark,Solund,0
Aremark,Hyllestad,0
Aremark,Høyanger,0
Aremark,Vik,0
Aremark,Sogndal,0
Aremark,Aurland,0
Aremark,Lærdal,0
Aremark,Årdal,0
Aremark,Luster,0
Aremark,Askvoll,0
Aremark,Fjaler,0
Aremark,Bremanger,0
Aremark,Eid,0
Aremark,Gloppen,0
Aremark,Stryn,0
Aremark,Molde,0
Aremark,Ålesund,0
Aremark,Kristiansund,0
Aremark,Vanylven,0
Aremark,Sande,1
Aremark,Herøy,0
Aremark,Ulstein,0
Aremark,Hareid,0
Aremark,Volda,0
Aremark,Ørsta,0
Aremark,Stranda,0
Aremark,Sykkylven,0
Aremark,Sula,0
Aremark,Giske,0
Aremark,Vestnes,0
Aremark,Rauma,0
Aremark,Aukra,0
Aremark,Averøy,0
Aremark,Gjemnes,0
Aremark,Tingvoll,0
Aremark,Sunndal,0
Aremark,Surnadal,0
Aremark,Smøla,0
Aremark,Aure,0
Aremark,Bodø,0
Aremark,Bindal,0
Aremark,Sømna,0
Aremark,Brønnøy,0
Aremark,Vega,0
Aremark,Vevelstad,0
Aremark,Leirfjord,0
Aremark,Vefsn,0
Aremark,Grane,0
Aremark,Hattfjelldal,0
Aremark,Dønna,0
Aremark,Nesna,0
Aremark,Hemnes,0
Aremark,Rana,0
Aremark,Lurøy,0
Aremark,Træna,0
Aremark,Rødøy,0
Aremark,Meløy,0
Aremark,Gildeskål,0
Aremark,Beiarn,0
Aremark,Saltdal,0
Aremark,Fauske,0
Aremark,Sørfold,0
Aremark,Steigen,0
Aremark,Lødingen,0
Aremark,Tjeldsund,0
Aremark,Evenes,0
Aremark,Røst,0
Aremark,Værøy,0
Aremark,Flakstad,0
Aremark,Vestvågøy,0
Aremark,Vågan,0
Aremark,Hadsel,0
Aremark,Bø,0
Aremark,Øksnes,0
Aremark,Sortland,0
Aremark,Andøy,0
Aremark,Moskenes,0
Aremark,Tromsø,0
Aremark,Harstad,0
Aremark,Kvæfjord,0
Aremark,Ibestad,0
Aremark,Gratangen,0
Aremark,Lavangen,0
Aremark,Bardu,0
Aremark,Salangen,0
Aremark,Målselv,0
Aremark,Sørreisa,0
Aremark,Dyrøy,0
Aremark,Berg,0
Aremark,Balsfjord,0
Aremark,Karlsøy,0
Aremark,Lyngen,0
Aremark,Storfjord,0
Aremark,Kåfjord,0
Aremark,Skjervøy,0
Aremark,Nordreisa,0
Aremark,Kvænangen,0
Aremark,Vardø,0
Aremark,Vadsø,0
Aremark,Hammerfest,0
Aremark,Kautokeino,0
Aremark,Alta,0
Aremark,Loppa,0
Aremark,Hasvik,0
Aremark,Måsøy,0
Aremark,Nordkapp,0
Aremark,Porsanger,0
Aremark,Karasjok,0
Aremark,Lebesby,0
Aremark,Gamvik,0
Aremark,Berlevåg,0
Aremark,Tana,0
Aremark,Nesseby,0
Aremark,Båtsfjord,0
Aremark,Sør-varanger,0
Aremark,Trondheim,0
Aremark,Namsos,0
Aremark,Hemne,0
Aremark,Frøya,0
Aremark,Ørland,0
Aremark,Åfjord,0
Aremark,Osen,0
Aremark,Oppdal,0
Aremark,Rennebu,0
Aremark,Røros,0
Aremark,Holtålen,0
Aremark,Midtre_Gauldal,0
Aremark,Melhus,0
Aremark,Skaun,0
Aremark,Malvik,0
Aremark,Selbu,0
Aremark,Tydal,0
Aremark,Meråker,0
Aremark,Stjørdal,0
Aremark,Frosta,0
Aremark,Levanger,0
Aremark,Verdal,0
Aremark,Snåsa,0
Aremark,Lierne,0
Aremark,Røyrvik,0
Aremark,Namsskogan,0
Aremark,Grong,0
Aremark,Høylandet,0
Aremark,Overhalla,0
Aremark,Flatanger,0
Aremark,Nærøy,0
Aremark,Leka,0
Aremark,Inderøy,0
Aremark,Indre_Fosen,0
Marker,Halden,19
Marker,Moss,2
Marker,Sarpsborg,8
Marker,Fredrikstad,9
